"No.","Time","Source","Destination","IP_TTL","Query_ID","Protocol","Length","Info","domain_length","QR","RCODE","Opcode","RA","Qname","DNS_TTL","QType"
"470","28.980162","129.173.22.38","129.173.67.123","62","0x4a44","DNS","152","Standard query response 0x4a44 No such name A acompanhantes.desmix.com.br[Packet size limited during capture]","27","Message is a response","No such name","Standard query","Server can do recursive queries","acompanhantes.desmix.com.br","","A (Host Address)"
"471","28.980186","129.173.22.38","129.173.67.123","62","0xacb6","DNS","152","Standard query response 0xacb6 No such name A acompanhantes.desmix.com.br[Packet size limited during capture]","27","Message is a response","No such name","Standard query","Server can do recursive queries","acompanhantes.desmix.com.br","","A (Host Address)"
"472","29.048663","129.173.67.123","129.173.22.38","128","0x25af","DNS","69","Standard query 0x25af A addweb.ru","9","Message is a query","","Standard query","","addweb.ru","","A (Host Address)"
"473","29.062227","129.173.67.123","129.173.22.38","128","0x745c","DNS","69","Standard query 0x745c A addweb.ru","9","Message is a query","","Standard query","","addweb.ru","","A (Host Address)"
"474","29.237540","129.173.22.38","129.173.67.123","62","0x25af","DNS","157","Standard query response 0x25af A addweb.ru A 80.93.57.195[Packet size limited during capture]","9","Message is a response","No error","Standard query","Server can do recursive queries","addweb.ru","21600","A (Host Address)"
"475","29.237577","129.173.22.38","129.173.67.123","62","0x745c","DNS","157","Standard query response 0x745c A addweb.ru A 80.93.57.195[Packet size limited during capture]","9","Message is a response","No error","Standard query","Server can do recursive queries","addweb.ru","21600","A (Host Address)"
"476","29.238014","129.173.67.123","129.173.22.38","128","0xa828","DNS","69","Standard query 0xa828 AAAA addweb.ru","9","Message is a query","","Standard query","","addweb.ru","","AAAA (IPv6 Address)"
"477","29.238014","129.173.67.123","129.173.22.38","128","0x3822","DNS","69","Standard query 0x3822 AAAA addweb.ru","9","Message is a query","","Standard query","","addweb.ru","","AAAA (IPv6 Address)"
"478","29.393369","129.173.22.38","129.173.67.123","62","0xa828","DNS","126","Standard query response 0xa828 AAAA addweb.ru SOA[Packet size limited during capture]","9","Message is a response","No error","Standard query","Server can do recursive queries","addweb.ru","","AAAA (IPv6 Address)"
"479","29.393388","129.173.22.38","129.173.67.123","62","0x3822","DNS","126","Standard query response 0x3822 AAAA addweb.ru SOA[Packet size limited during capture]","9","Message is a response","No error","Standard query","Server can do recursive queries","addweb.ru","","AAAA (IPv6 Address)"
"492","29.789918","129.173.67.123","129.173.22.38","128","0xa327","DNS","79","Standard query 0xa327 A ads.ads-venture.com","19","Message is a query","","Standard query","","ads.ads-venture.com","","A (Host Address)"
"493","29.807444","129.173.67.123","129.173.22.38","128","0xb420","DNS","79","Standard query 0xb420 A ads.ads-venture.com","19","Message is a query","","Standard query","","ads.ads-venture.com","","A (Host Address)"
"502","29.934315","129.173.22.38","129.173.67.123","62","0xb420","DNS","141","Standard query response 0xb420 No such name A ads.ads-venture.com SOA[Packet size limited during capture]","19","Message is a response","No such name","Standard query","Server can do recursive queries","ads.ads-venture.com","","A (Host Address)"
"503","29.934341","129.173.22.38","129.173.67.123","62","0xa327","DNS","141","Standard query response 0xa327 No such name A ads.ads-venture.com SOA[Packet size limited during capture]","19","Message is a response","No such name","Standard query","Server can do recursive queries","ads.ads-venture.com","","A (Host Address)"
"504","30.006700","129.173.67.123","129.173.22.38","128","0x8ffb","DNS","75","Standard query 0x8ffb A adscounter.info","15","Message is a query","","Standard query","","adscounter.info","","A (Host Address)"
"507","30.020151","129.173.67.123","129.173.22.38","128","0xb8e5","DNS","75","Standard query 0xb8e5 A adscounter.info","15","Message is a query","","Standard query","","adscounter.info","","A (Host Address)"
"511","30.335129","129.173.22.38","129.173.67.123","62","0xb8e5","DNS","180","Standard query response 0xb8e5 A adscounter.info A 95.211.224.10[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","adscounter.info","3600","A (Host Address)"
"512","30.335166","129.173.22.38","129.173.67.123","62","0x8ffb","DNS","180","Standard query response 0x8ffb A adscounter.info A 95.211.224.10[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","adscounter.info","3600","A (Host Address)"
"513","30.335633","129.173.67.123","129.173.22.38","128","0xf010","DNS","75","Standard query 0xf010 AAAA adscounter.info","15","Message is a query","","Standard query","","adscounter.info","","AAAA (IPv6 Address)"
"514","30.335634","129.173.67.123","129.173.22.38","128","0x063c","DNS","75","Standard query 0x063c AAAA adscounter.info","15","Message is a query","","Standard query","","adscounter.info","","AAAA (IPv6 Address)"
"515","30.500416","129.173.22.38","129.173.67.123","62","0xf010","DNS","126","Standard query response 0xf010 AAAA adscounter.info SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","adscounter.info","","AAAA (IPv6 Address)"
"516","30.500441","129.173.22.38","129.173.67.123","62","0x063c","DNS","126","Standard query response 0x063c AAAA adscounter.info SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","adscounter.info","","AAAA (IPv6 Address)"
"640","41.484311","129.173.22.38","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"641","41.484364","129.173.22.38","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"642","41.484378","129.173.22.38","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"643","41.484387","129.173.22.38","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"644","41.484395","129.173.22.38","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"645","41.484404","129.173.22.38","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"646","41.498483","129.173.5.100","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"647","41.498510","129.173.5.100","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"648","41.498523","129.173.5.100","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"649","41.498536","129.173.5.100","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"650","41.498547","129.173.5.100","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"651","41.498556","129.173.5.100","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"652","41.498923","129.173.5.100","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"653","41.498939","129.173.5.100","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"673","42.481354","129.173.22.37","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"674","42.481395","129.173.22.37","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"675","42.481410","129.173.22.37","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"676","42.481421","129.173.22.37","129.173.67.123","62","0x2f6f","DNS","68","Standard query response 0x2f6f Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"677","42.481429","129.173.22.37","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"678","42.481436","129.173.22.37","129.173.67.123","62","0x3a82","DNS","68","Standard query response 0x3a82 Server failure A abacs.pl","8","Message is a response","Server failure","Standard query","Server can do recursive queries","abacs.pl","","A (Host Address)"
"1508","180.163204","129.173.67.123","129.173.22.38","128","0x3030","DNS","81","Standard query 0x3030 A advanced-capitals.com","21","Message is a query","","Standard query","","advanced-capitals.com","","A (Host Address)"
"1509","180.176410","129.173.67.123","129.173.22.38","128","0x9873","DNS","81","Standard query 0x9873 A advanced-capitals.com","21","Message is a query","","Standard query","","advanced-capitals.com","","A (Host Address)"
"1512","180.408526","129.173.22.38","129.173.67.123","62","0x3030","DNS","226","Standard query response 0x3030 A advanced-capitals.com A[Packet size limited during capture]","21","Message is a response","No error","Standard query","Server can do recursive queries","advanced-capitals.com","","A (Host Address)"
"1513","180.408560","129.173.22.38","129.173.67.123","62","0x9873","DNS","226","Standard query response 0x9873 A advanced-capitals.com A[Packet size limited during capture]","21","Message is a response","No error","Standard query","Server can do recursive queries","advanced-capitals.com","","A (Host Address)"
"1514","180.409099","129.173.67.123","129.173.22.38","128","0xe15c","DNS","81","Standard query 0xe15c AAAA advanced-capitals.com","21","Message is a query","","Standard query","","advanced-capitals.com","","AAAA (IPv6 Address)"
"1515","180.409099","129.173.67.123","129.173.22.38","128","0x322b","DNS","81","Standard query 0x322b AAAA advanced-capitals.com","21","Message is a query","","Standard query","","advanced-capitals.com","","AAAA (IPv6 Address)"
"1516","180.556373","129.173.22.38","129.173.67.123","62","0x322b","DNS","159","Standard query response 0x322b AAAA advanced-capitals.com SOA[Packet size limited during capture]","21","Message is a response","No error","Standard query","Server can do recursive queries","advanced-capitals.com","","AAAA (IPv6 Address)"
"1517","180.556389","129.173.22.38","129.173.67.123","62","0xe15c","DNS","159","Standard query response 0xe15c AAAA advanced-capitals.com SOA[Packet size limited during capture]","21","Message is a response","No error","Standard query","Server can do recursive queries","advanced-capitals.com","","AAAA (IPv6 Address)"
"1534","180.939235","129.173.67.123","129.173.22.38","128","0xa5c6","DNS","83","Standard query 0xa5c6 A africanspicesafaris.com","23","Message is a query","","Standard query","","africanspicesafaris.com","","A (Host Address)"
"1535","180.952741","129.173.67.123","129.173.22.38","128","0x60bc","DNS","83","Standard query 0x60bc A africanspicesafaris.com","23","Message is a query","","Standard query","","africanspicesafaris.com","","A (Host Address)"
"1540","181.135282","129.173.22.38","129.173.67.123","62","0xa5c6","DNS","161","Standard query response 0xa5c6 A africanspicesafaris.com A[Packet size limited during capture]","23","Message is a response","No error","Standard query","Server can do recursive queries","africanspicesafaris.com","","A (Host Address)"
